"rid","code","len","runtime_us","ts"
2361,200,5966,61503,2026-02-17 15:53:46.864
2362,200,5966,100833,2026-02-17 15:54:46.178
2363,200,5966,62126,2026-02-17 15:55:45.295
2364,200,5966,56444,2026-02-17 15:56:46.180
2365,200,5966,77374,2026-02-17 15:57:47.119
2366,200,5966,66366,2026-02-17 15:58:46.255
2367,200,5966,60790,2026-02-17 15:59:45.882
2368,200,5966,59590,2026-02-17 16:00:45.611
2369,200,5966,60070,2026-02-17 16:01:46.648
2370,200,5966,60842,2026-02-17 16:02:46.123
2371,200,5966,56724,2026-02-17 16:03:46.138
2372,200,5966,204093,2026-02-17 16:04:47.118
2373,200,5966,62429,2026-02-17 16:05:47.107
2374,200,5966,64856,2026-02-17 16:06:47.000
2375,200,5966,72836,2026-02-17 16:07:47.013
2376,200,5966,62288,2026-02-17 16:08:46.597
2377,200,5966,78322,2026-02-17 16:09:47.284
2378,200,5966,64175,2026-02-17 16:10:46.473
2379,200,5966,58431,2026-02-17 16:11:45.729
2380,200,5966,59561,2026-02-17 16:12:46.662
2381,200,5966,56448,2026-02-17 16:13:45.798
2382,200,5966,55650,2026-02-17 16:14:46.260
2383,200,5966,74915,2026-02-17 16:15:46.811
2384,200,5966,108664,2026-02-17 16:16:47.667
2385,200,5966,57341,2026-02-17 16:17:48.362
2386,200,5966,62552,2026-02-17 16:18:49.244
2387,200,5966,61842,2026-02-17 16:19:49.430
2388,200,5966,71303,2026-02-17 16:20:50.182
2389,200,5966,136590,2026-02-17 16:21:49.802
2390,200,5966,67354,2026-02-17 16:22:49.188
2391,200,5966,52728,2026-02-17 16:23:48.987
2392,200,5966,62413,2026-02-17 16:24:48.925
2393,200,5966,56859,2026-02-17 16:25:49.920
2394,200,5966,228586,2026-02-17 16:26:49.547
2395,200,5966,59296,2026-02-17 16:27:48.815
2396,200,5966,65665,2026-02-17 16:28:48.583
2397,200,5966,56742,2026-02-17 16:29:49.097
2398,200,5966,62857,2026-02-17 16:30:48.261
2399,200,5966,68692,2026-02-17 16:31:48.177
2400,200,5966,66396,2026-02-17 16:32:49.197
2401,200,5966,54061,2026-02-17 16:33:49.686
2402,200,5966,74897,2026-02-17 16:34:48.879
2403,200,5966,56435,2026-02-17 16:35:48.435
2404,200,5966,61384,2026-02-17 16:36:48.682
2405,200,5966,71123,2026-02-17 16:37:48.385
2406,200,5966,222064,2026-02-17 16:38:49.435
2407,200,5966,69514,2026-02-17 16:39:50.411
2408,200,5966,62391,2026-02-17 16:40:50.096
2409,200,5966,60451,2026-02-17 16:41:49.840
2410,200,5966,56875,2026-02-17 16:42:50.443
2411,200,5966,108342,2026-02-17 16:43:51.493
2412,200,5966,61239,2026-02-17 16:44:52.130
2413,200,5966,61147,2026-02-17 16:45:52.791
2414,200,5966,60045,2026-02-17 16:46:53.622
2415,200,5966,54642,2026-02-17 16:47:53.106
2416,200,5966,70922,2026-02-17 16:48:53.169
2417,200,5966,54619,2026-02-17 16:49:53.320
2418,200,5966,57224,2026-02-17 16:50:53.529
2419,200,5966,56046,2026-02-17 16:51:53.464
2420,200,5966,57307,2026-02-17 16:52:52.947
2421,200,5966,62963,2026-02-17 16:53:52.289
2422,200,5966,68753,2026-02-17 16:54:51.692
2423,200,5966,58307,2026-02-17 16:55:52.120
2424,200,5966,55508,2026-02-17 16:56:51.240
2425,200,5966,57224,2026-02-17 16:57:51.714
2426,200,5966,60273,2026-02-17 16:58:51.860
2427,200,5966,88588,2026-02-17 16:59:51.127
2428,200,5966,65350,2026-02-17 17:00:52.032
2429,200,5966,57126,2026-02-17 17:01:52.859
2430,200,5966,58672,2026-02-17 17:02:52.980
2431,200,5966,73683,2026-02-17 17:03:53.926
2432,200,5966,60743,2026-02-17 17:04:54.741
2433,200,5966,256928,2026-02-17 17:05:55.990
2434,200,5966,62868,2026-02-17 17:06:55.715
2435,200,5966,53455,2026-02-17 17:07:56.203
2436,200,5966,59896,2026-02-17 17:08:57.061
2437,200,5966,67760,2026-02-17 17:09:57.795
2438,200,5966,73711,2026-02-17 17:10:58.729
2439,200,5966,54247,2026-02-17 17:11:58.191
2440,200,5966,71086,2026-02-17 17:12:59.023
2441,200,5966,62426,2026-02-17 17:13:58.754
2442,200,5966,55030,2026-02-17 17:14:59.163
2443,200,5966,64056,2026-02-17 17:15:59.042
2444,200,5966,61697,2026-02-17 17:16:59.238
2445,200,5966,69182,2026-02-17 17:17:58.530
2446,200,5966,60616,2026-02-17 17:18:58.177
2447,200,5966,58889,2026-02-17 17:19:58.039
2448,200,5966,60234,2026-02-17 17:20:58.719
2449,200,5966,64735,2026-02-17 17:21:58.532
2450,200,5966,55210,2026-02-17 17:22:59.517
2451,200,5966,56774,2026-02-17 17:24:00.471
2452,200,5966,61276,2026-02-17 17:25:01.486
2453,200,5966,121757,2026-02-17 17:26:00.928
2454,200,5966,201713,2026-02-17 17:27:01.006
2455,200,5966,54919,2026-02-17 17:28:00.786
2456,200,5966,74410,2026-02-17 17:28:59.945
2457,200,5966,59838,2026-02-17 17:29:59.407
2458,200,5966,51160,2026-02-17 17:31:00.184
2459,200,5966,58325,2026-02-17 17:32:00.646
2460,200,5966,67534,2026-02-17 17:33:01.038
2461,200,5966,79766,2026-02-17 17:34:00.761
2462,200,5966,53898,2026-02-17 17:35:00.977
2463,200,5966,66775,2026-02-17 17:36:01.419
2464,200,5966,65395,2026-02-17 17:37:02.073
2465,200,5966,70444,2026-02-17 17:38:01.897
2466,200,5966,58973,2026-02-17 17:39:01.908
2467,200,5966,47504,2026-02-17 17:40:02.880
2468,200,5966,55663,2026-02-17 17:41:03.256
2469,200,5966,71180,2026-02-17 17:42:03.247
2470,200,5966,58230,2026-02-17 17:43:03.685
2471,200,5966,63093,2026-02-17 17:44:02.845
2472,200,5966,61897,2026-02-17 17:45:02.622
2473,200,5966,54515,2026-02-17 17:46:02.099
2474,200,5966,63890,2026-02-17 17:47:02.560
2475,200,5966,86131,2026-02-17 17:48:02.891
2476,200,5966,59870,2026-02-17 17:49:02.714
2477,200,5966,74828,2026-02-17 17:50:03.335
2478,200,5966,64438,2026-02-17 17:51:03.188
2479,200,5966,55651,2026-02-17 17:52:03.992
2480,200,5966,59819,2026-02-17 17:53:03.521
2481,200,5966,69049,2026-02-17 17:54:02.832
2482,200,5966,56541,2026-02-17 17:55:03.485
2483,200,5966,59890,2026-02-17 17:56:02.639
2484,200,5966,64038,2026-02-17 17:57:01.917
2485,200,5966,76309,2026-02-17 17:58:01.586
2486,200,5966,53320,2026-02-17 17:59:02.302
2487,200,5966,72885,2026-02-17 18:00:03.349
2488,200,5966,78904,2026-02-17 18:01:02.706
2489,200,5966,68279,2026-02-17 18:02:02.144
2490,200,5966,55650,2026-02-17 18:03:02.351
2491,200,5966,56146,2026-02-17 18:04:03.227
2492,200,5966,51301,2026-02-17 18:05:02.716
2493,200,5966,71058,2026-02-17 18:06:01.902
2494,200,5966,255463,2026-02-17 18:07:02.853
2495,200,5966,54826,2026-02-17 18:08:02.214
2496,200,5966,54271,2026-02-17 18:09:02.808
2497,200,5966,62168,2026-02-17 18:10:03.051
2498,200,5966,69836,2026-02-17 18:11:02.180
2499,200,5966,253993,2026-02-17 18:12:03.062
2500,200,5966,58218,2026-02-17 18:13:02.572
2501,200,5966,56475,2026-02-17 18:14:02.388
2502,200,5966,62739,2026-02-17 18:15:01.842
2503,200,5966,60389,2026-02-17 18:16:02.450
2504,200,5966,73491,2026-02-17 18:17:01.564
2505,200,5966,60029,2026-02-17 18:18:02.145
2506,200,5966,61807,2026-02-17 18:19:01.730
2507,200,5966,52730,2026-02-17 18:20:02.701
2508,200,5966,53496,2026-02-17 18:21:02.700
2509,200,5966,58737,2026-02-17 18:22:02.543
2510,200,5966,71268,2026-02-17 18:23:02.714
2511,200,5966,54186,2026-02-17 18:24:03.600
2512,200,5966,62884,2026-02-17 18:25:04.257
2513,200,5966,91315,2026-02-17 18:26:04.968
2514,200,5966,64304,2026-02-17 18:27:05.399
2515,200,5966,63039,2026-02-17 18:28:05.637
2516,200,5966,63156,2026-02-17 18:29:06.454
2517,200,5966,60084,2026-02-17 18:30:06.919
2518,200,5966,60715,2026-02-17 18:31:06.964
2519,200,5966,132321,2026-02-17 18:32:06.999
2520,200,5966,65359,2026-02-17 18:33:06.404
2521,200,5966,87416,2026-02-17 18:34:05.866
2522,200,5966,64672,2026-02-17 18:35:05.166
2523,200,5966,67478,2026-02-17 18:36:05.382
2524,200,5966,57214,2026-02-17 18:37:06.304
2525,200,5966,71289,2026-02-17 18:38:06.640
2526,200,5966,55703,2026-02-17 18:39:06.464
2527,200,5966,54205,2026-02-17 18:40:06.771
2528,200,5966,54197,2026-02-17 18:41:06.868
2529,200,5966,64917,2026-02-17 18:42:07.110
2530,200,5966,66121,2026-02-17 18:43:07.642
2531,200,5966,48092,2026-02-17 18:44:07.665
2532,200,5966,51926,2026-02-17 18:45:07.895
2533,200,5966,55197,2026-02-17 18:46:08.534
2534,200,5966,57677,2026-02-17 18:47:09.213
2535,200,5966,257864,2026-02-17 18:48:09.445
2536,200,5966,58856,2026-02-17 18:49:08.630
2537,200,5966,59235,2026-02-17 18:50:09.691
2538,200,5966,56997,2026-02-17 18:51:09.527
2539,200,5966,55638,2026-02-17 18:52:09.562
2540,200,5966,203977,2026-02-17 18:53:09.598
2541,200,5966,56431,2026-02-17 18:54:10.411
2542,200,5966,53652,2026-02-17 18:55:10.940
2543,200,5966,55461,2026-02-17 18:56:11.650
2544,200,5966,72912,2026-02-17 18:57:12.094
2545,200,5966,65928,2026-02-17 18:58:12.943
2546,200,5966,56113,2026-02-17 18:59:13.930
2547,200,5966,55414,2026-02-17 19:00:14.257
2548,200,5966,55437,2026-02-17 19:01:14.024
2549,200,5966,55717,2026-02-17 19:02:14.824
2550,200,5966,66761,2026-02-17 19:03:14.442
2551,200,5966,55630,2026-02-17 19:04:14.438
2552,200,5966,59387,2026-02-17 19:05:14.541
2553,200,5966,55054,2026-02-17 19:06:14.552
2554,200,5966,64987,2026-02-17 19:07:13.827
2555,200,5966,58413,2026-02-17 19:08:12.979
2556,200,5966,226344,2026-02-17 19:09:12.425
2557,200,5966,54548,2026-02-17 19:10:11.618
2558,200,5966,54022,2026-02-17 19:11:11.581
2559,200,5966,66509,2026-02-17 19:12:12.303
2560,200,5966,51549,2026-02-17 19:13:12.348
2561,200,5966,75447,2026-02-17 19:14:13.122
2562,200,5966,58172,2026-02-17 19:15:12.264
2563,200,5966,50379,2026-02-17 19:16:12.890
2564,200,5966,55838,2026-02-17 19:17:13.042
2565,200,5966,55717,2026-02-17 19:18:12.111
2566,200,5966,56665,2026-02-17 19:19:11.492
2567,200,5966,64724,2026-02-17 19:20:12.463
2568,200,5966,54724,2026-02-17 19:21:12.767
2569,200,5966,58511,2026-02-17 19:22:12.514
2570,200,5966,59518,2026-02-17 19:23:11.812
2571,200,5966,72665,2026-02-17 19:24:12.866
2572,200,5966,57646,2026-02-17 19:25:12.764
2573,200,5966,218922,2026-02-17 19:26:12.310
2574,200,5966,69897,2026-02-17 19:27:11.757
2575,200,5966,68215,2026-02-17 19:28:11.292
2576,200,5966,52412,2026-02-17 19:29:11.283
2577,200,5966,51260,2026-02-17 19:30:11.355
2578,200,5966,67218,2026-02-17 19:31:12.338
2579,200,5966,49460,2026-02-17 19:32:13.114
2580,200,5966,59064,2026-02-17 19:33:14.060
2581,200,5966,50473,2026-02-17 19:34:13.267
2582,200,5966,56122,2026-02-17 19:35:14.080
2583,200,5966,66572,2026-02-17 19:36:13.609
2584,200,5966,72126,2026-02-17 19:37:13.773
2585,200,5966,58870,2026-02-17 19:38:12.882
2586,200,5966,55024,2026-02-17 19:39:13.254
2587,200,5966,55914,2026-02-17 19:40:13.776
2588,200,5966,65271,2026-02-17 19:41:14.556
2589,200,5966,52145,2026-02-17 19:42:14.896
2590,200,5966,55694,2026-02-17 19:43:15.724
2591,200,5966,59326,2026-02-17 19:44:15.874
2592,200,5966,57073,2026-02-17 19:45:16.621
2593,200,5966,62519,2026-02-17 19:46:16.834
2594,200,5966,54473,2026-02-17 19:47:17.240
2595,200,5966,55072,2026-02-17 19:48:16.940
2596,200,5966,71401,2026-02-17 19:49:16.542
2597,200,5966,52407,2026-02-17 19:50:16.524
2598,200,5966,64019,2026-02-17 19:51:16.015
2599,200,5966,201547,2026-02-17 19:52:15.464
2600,200,5966,59327,2026-02-17 19:53:16.138
2601,200,5966,48389,2026-02-17 19:54:15.715
2602,200,5966,53054,2026-02-17 19:55:15.264
2603,200,5966,57209,2026-02-17 19:56:15.439
2604,200,5966,68410,2026-02-17 19:57:16.356
2605,200,5966,52872,2026-02-17 19:58:16.685
2606,200,5966,52937,2026-02-17 19:59:15.903
2607,200,5966,56937,2026-02-17 20:00:15.279
2608,200,5966,50418,2026-02-17 20:01:14.846
2609,200,5966,54435,2026-02-17 20:02:14.009
2610,200,5966,218233,2026-02-17 20:03:14.907
2611,200,5966,55728,2026-02-17 20:04:15.657
2612,200,5966,52528,2026-02-17 20:05:15.006
2613,200,5966,56072,2026-02-17 20:06:14.623
2614,200,5966,51593,2026-02-17 20:07:14.131
2615,200,5966,54916,2026-02-17 20:08:14.152
2616,200,5966,249716,2026-02-17 20:09:13.444
2617,200,5966,60311,2026-02-17 20:10:12.786
2618,200,5966,54115,2026-02-17 20:11:12.072
2619,200,5966,51136,2026-02-17 20:12:12.962
2620,200,5966,53738,2026-02-17 20:13:12.764
2621,200,5966,51852,2026-02-17 20:14:12.236
2622,200,5966,71309,2026-02-17 20:15:12.582
2623,200,5966,62991,2026-02-17 20:16:12.606
2624,200,5966,53410,2026-02-17 20:17:12.086
2625,200,5966,51273,2026-02-17 20:18:12.577
2626,200,5966,55021,2026-02-17 20:19:12.678
2627,200,5966,87636,2026-02-17 20:20:13.697
2628,200,5966,57319,2026-02-17 20:21:14.073
2629,200,5966,55438,2026-02-17 20:22:13.678
2630,200,5966,59402,2026-02-17 20:23:14.592
2631,200,5966,56798,2026-02-17 20:24:14.253
2632,200,5966,55549,2026-02-17 20:25:13.641
2633,200,5966,68221,2026-02-17 20:26:14.298
2634,200,5966,54227,2026-02-17 20:27:15.041
2635,200,5966,52596,2026-02-17 20:28:14.973
2636,200,5966,52812,2026-02-17 20:29:15.953
2637,200,5966,56306,2026-02-17 20:30:15.078
2638,200,5966,60869,2026-02-17 20:31:14.971
2639,200,5966,57518,2026-02-17 20:32:14.938
2640,200,5966,54485,2026-02-17 20:33:15.780
2641,200,5966,54009,2026-02-17 20:34:15.858
2642,200,5966,59415,2026-02-17 20:35:16.117
2643,200,5966,67673,2026-02-17 20:36:15.527
2644,200,5966,66385,2026-02-17 20:37:14.866
2645,200,5966,50758,2026-02-17 20:38:15.652
2646,200,5966,56314,2026-02-17 20:39:15.652
2647,200,5966,59002,2026-02-17 20:40:16.672
2648,200,5966,1004436,2026-02-17 20:41:17.735
2649,200,5966,52945,2026-02-17 20:42:18.401
2650,200,5966,52400,2026-02-17 20:43:17.684
2651,200,5966,55840,2026-02-17 20:44:17.696
2652,200,5966,54350,2026-02-17 20:45:17.170
2653,200,5966,59288,2026-02-17 20:46:16.724
2654,200,5966,62017,2026-02-17 20:47:16.314
2655,200,5966,75089,2026-02-17 20:48:16.760
2656,200,5966,56499,2026-02-17 20:49:17.745
2657,200,5966,52253,2026-02-17 20:50:16.883
2658,200,5966,61083,2026-02-17 20:51:16.720
2659,200,5966,62572,2026-02-17 20:52:17.704
2660,200,5966,51528,2026-02-17 20:53:17.921
2661,200,5966,54009,2026-02-17 20:54:17.471
2662,200,5966,52170,2026-02-17 20:55:17.800
2663,200,5966,52766,2026-02-17 20:56:17.387
2664,200,5966,55360,2026-02-17 20:57:16.520
2665,200,5966,201913,2026-02-17 20:58:17.696
2666,200,5966,58580,2026-02-17 20:59:17.096
2667,200,5966,50900,2026-02-17 21:00:16.325
2668,200,5966,53335,2026-02-17 21:01:15.837
2669,200,5966,57757,2026-02-17 21:02:15.306
2670,200,5966,58826,2026-02-17 21:03:14.777
2671,200,5966,70410,2026-02-17 21:04:15.576
2672,200,5966,52017,2026-02-17 21:05:16.287
2673,200,5966,79150,2026-02-17 21:06:16.058
2674,200,5966,54267,2026-02-17 21:07:15.897
2675,200,5966,66084,2026-02-17 21:08:16.469
2676,200,5966,198736,2026-02-17 21:09:17.026
2677,200,5966,51987,2026-02-17 21:10:16.376
2678,200,5966,60694,2026-02-17 21:11:17.064
2679,200,5966,52372,2026-02-17 21:12:17.585
2680,200,5966,57228,2026-02-17 21:13:18.387
2681,200,5966,249850,2026-02-17 21:14:17.882
2682,200,5966,51235,2026-02-17 21:15:17.104
2683,200,5966,52187,2026-02-17 21:16:17.111
2684,200,5966,51908,2026-02-17 21:17:16.302
2685,200,5966,54832,2026-02-17 21:18:17.237
2686,200,5966,54749,2026-02-17 21:19:17.208
2687,200,5966,112464,2026-02-17 21:20:16.901
2688,200,5966,61346,2026-02-17 21:21:16.186
2689,200,5966,54081,2026-02-17 21:22:16.243
2690,200,5966,56796,2026-02-17 21:23:15.408
2691,200,5966,59384,2026-02-17 21:24:15.190
2692,200,5966,58884,2026-02-17 21:25:14.706
2693,200,5966,65266,2026-02-17 21:26:13.870
2694,200,5966,52720,2026-02-17 21:27:14.722
2695,200,5966,54272,2026-02-17 21:28:15.004
2696,200,5966,63314,2026-02-17 21:29:15.503
2697,200,5966,70483,2026-02-17 21:30:16.194
2698,200,5966,66579,2026-02-17 21:31:16.681
2699,200,5966,58693,2026-02-17 21:32:16.029
2700,200,5966,49891,2026-02-17 21:33:15.994
2701,200,5966,53447,2026-02-17 21:34:15.191
2702,200,5966,49143,2026-02-17 21:35:15.977
2703,200,5966,55129,2026-02-17 21:36:16.579
2704,200,5966,62773,2026-02-17 21:37:17.108
2705,200,5966,64792,2026-02-17 21:38:17.094
2706,200,5966,59019,2026-02-17 21:39:17.725
2707,200,5966,55151,2026-02-17 21:40:18.610
2708,200,5966,54516,2026-02-17 21:41:18.733
2709,200,5966,61118,2026-02-17 21:42:18.243
2710,200,5966,57502,2026-02-17 21:43:18.985
2711,200,5966,50529,2026-02-17 21:44:18.195
2712,200,5966,54774,2026-02-17 21:45:17.882
2713,200,5966,52569,2026-02-17 21:46:18.580
2714,200,5966,54582,2026-02-17 21:47:17.648
2715,200,5966,61075,2026-02-17 21:48:17.313
2716,200,5966,64178,2026-02-17 21:49:17.571
2717,200,5966,48842,2026-02-17 21:50:17.873
2718,200,5966,57646,2026-02-17 21:51:18.643
2719,200,5966,50969,2026-02-17 21:52:19.530
2720,200,5966,409222,2026-02-17 21:53:20.807
2721,200,5966,54708,2026-02-17 21:54:20.558
2722,200,5966,55863,2026-02-17 21:55:19.819
2723,200,5966,56300,2026-02-17 21:56:19.769
2724,200,5966,52264,2026-02-17 21:57:20.540
2725,200,5966,53810,2026-02-17 21:58:20.101
2726,200,5966,67396,2026-02-17 21:59:20.154
2727,200,5966,58672,2026-02-17 22:00:20.566
2728,200,5966,53828,2026-02-17 22:01:21.065
2729,200,5966,52147,2026-02-17 22:02:21.328
2730,200,5966,58807,2026-02-17 22:03:21.639
2731,200,5966,67113,2026-02-17 22:04:21.773
2732,200,5966,55746,2026-02-17 22:05:22.196
2733,200,5966,50173,2026-02-17 22:06:22.214
2734,200,5966,68089,2026-02-17 22:07:22.784
2735,200,5966,56486,2026-02-17 22:08:22.738
2736,200,5966,252437,2026-02-17 22:09:22.275
2737,200,5966,48779,2026-02-17 22:10:22.106
2738,200,5966,54375,2026-02-17 22:11:22.444
2739,200,5966,54247,2026-02-17 22:12:22.939
2740,200,5966,50803,2026-02-17 22:13:22.207
2741,200,5966,49987,2026-02-17 22:14:21.431
2742,200,5966,255084,2026-02-17 22:15:22.058
2743,200,5966,56052,2026-02-17 22:16:21.856
2744,200,5966,57605,2026-02-17 22:17:22.041
2745,200,5966,59759,2026-02-17 22:18:21.351
2746,200,5966,56961,2026-02-17 22:19:22.348
2747,200,5966,68495,2026-02-17 22:20:22.397
2748,200,5966,53544,2026-02-17 22:21:22.170
2749,200,5966,53115,2026-02-17 22:22:21.426
2750,200,5966,52304,2026-02-17 22:23:21.600
2751,200,5966,53614,2026-02-17 22:24:20.880
2752,200,5966,56540,2026-02-17 22:25:21.112
2753,200,5966,62528,2026-02-17 22:26:21.356
2754,200,5966,56960,2026-02-17 22:27:22.115
2755,200,5966,58269,2026-02-17 22:28:22.473
2756,200,5966,52718,2026-02-17 22:29:22.382
2757,200,5966,57381,2026-02-17 22:30:22.428
2758,200,5966,113890,2026-02-17 22:31:22.663
2759,200,5966,57429,2026-02-17 22:32:22.438
2760,200,5966,57176,2026-02-17 22:33:22.445
2761,200,5966,66875,2026-02-17 22:34:23.015
2762,200,5966,53612,2026-02-17 22:35:24.065
2763,200,5966,66938,2026-02-17 22:36:23.744
2764,200,5966,51792,2026-02-17 22:37:23.955
2765,200,5966,50028,2026-02-17 22:38:23.125
2766,200,5966,54817,2026-02-17 22:39:23.546
2767,200,5966,54900,2026-02-17 22:40:23.048
2768,200,5966,257609,2026-02-17 22:41:23.991
2769,200,5966,58343,2026-02-17 22:42:24.960
2770,200,5966,59546,2026-02-17 22:43:24.126
2771,200,5966,52533,2026-02-17 22:44:23.277
2772,200,5966,54310,2026-02-17 22:45:22.972
2773,200,5966,52266,2026-02-17 22:46:23.059
2774,200,5966,67333,2026-02-17 22:47:22.983
2775,200,5966,59974,2026-02-17 22:48:23.548
2776,200,5966,66286,2026-02-17 22:49:22.762
2777,200,5966,51848,2026-02-17 22:50:22.115
2778,200,5966,57154,2026-02-17 22:51:22.604
2779,200,5966,65589,2026-02-17 22:52:21.912
2780,200,5966,108151,2026-02-17 22:53:23.007
2781,200,5966,53676,2026-02-17 22:54:22.615
2782,200,5966,64841,2026-02-17 22:55:22.304
2783,200,5966,56029,2026-02-17 22:56:22.585
2784,200,5966,53131,2026-02-17 22:57:22.185
2785,200,5966,60017,2026-02-17 22:58:21.492
2786,200,5966,256020,2026-02-17 22:59:21.906
2787,200,5966,58830,2026-02-17 23:00:21.957
2788,200,5966,60714,2026-02-17 23:01:22.643
2789,200,5966,61084,2026-02-17 23:02:22.188
2790,200,5966,55264,2026-02-17 23:03:22.433
2791,200,5966,64000,2026-02-17 23:04:22.586
2792,200,5966,61769,2026-02-17 23:05:22.014
2793,200,5966,58282,2026-02-17 23:06:22.200
2794,200,5966,54561,2026-02-17 23:07:22.560
2795,200,5966,78819,2026-02-17 23:08:22.207
2796,200,5966,56430,2026-02-17 23:09:22.489
2797,200,5966,89761,2026-02-17 23:10:23.238
2798,200,5966,52062,2026-02-17 23:11:23.117
2799,200,5966,53246,2026-02-17 23:12:23.409
2800,200,5966,58105,2026-02-17 23:13:23.295
2801,200,5966,51867,2026-02-17 23:14:22.809
2802,200,5966,53532,2026-02-17 23:15:22.828
2803,200,5966,254050,2026-02-17 23:16:22.453
2804,200,5966,54498,2026-02-17 23:17:23.448
2805,200,5966,56891,2026-02-17 23:18:24.267
2806,200,5966,57993,2026-02-17 23:19:24.779
2807,200,5966,55682,2026-02-17 23:20:24.899
2808,200,5966,77985,2026-02-17 23:21:24.667
2809,200,5966,61022,2026-02-17 23:22:24.979
2810,200,5966,67719,2026-02-17 23:23:25.654
2811,200,5966,52563,2026-02-17 23:24:24.814
2812,200,5966,52570,2026-02-17 23:25:24.374
2813,200,5966,109502,2026-02-17 23:26:25.297
2814,200,5966,69599,2026-02-17 23:27:25.969
2815,200,5966,57988,2026-02-17 23:28:25.115
2816,200,5966,60485,2026-02-17 23:29:25.279
2817,200,5966,53435,2026-02-17 23:30:25.877
2818,200,5966,64735,2026-02-17 23:31:26.122
2819,200,5966,52844,2026-02-17 23:32:25.188
2820,200,5966,56737,2026-02-17 23:33:25.165
2821,200,5966,54533,2026-02-17 23:34:25.864
2822,200,5966,59685,2026-02-17 23:35:26.755
2823,200,5966,60714,2026-02-17 23:36:26.649
2824,200,5966,78245,2026-02-17 23:37:26.184
2825,200,5966,56820,2026-02-17 23:38:26.535
2826,200,5966,56504,2026-02-17 23:39:25.955
2827,200,5966,57172,2026-02-17 23:40:26.090
2828,200,5966,52739,2026-02-17 23:41:25.337
2829,200,5966,70500,2026-02-17 23:42:25.958
2830,200,5966,54592,2026-02-17 23:43:25.367
2831,200,5966,68108,2026-02-17 23:44:25.884
2832,200,5966,54634,2026-02-17 23:45:24.979
2833,200,5966,56764,2026-02-17 23:46:24.883
2834,200,5966,56911,2026-02-17 23:47:24.835
2835,200,5966,66249,2026-02-17 23:48:25.206
2836,200,5966,56378,2026-02-17 23:49:26.079
2837,200,5966,67090,2026-02-17 23:50:25.393
2838,200,5966,63853,2026-02-17 23:51:24.843
2839,200,5966,71796,2026-02-17 23:52:25.690
2840,200,5966,230462,2026-02-17 23:53:25.767
2841,200,5966,74737,2026-02-17 23:54:26.041
2842,200,5966,70317,2026-02-17 23:55:26.762
2843,200,5966,64775,2026-02-17 23:56:26.599
2844,200,5966,53072,2026-02-17 23:57:25.745
2845,200,5966,57740,2026-02-17 23:58:25.710
2846,200,5966,74248,2026-02-17 23:59:26.532
2847,200,5966,54635,2026-02-18 00:00:27.013
2848,200,5966,60547,2026-02-18 00:01:27.299
2849,200,5966,61996,2026-02-18 00:02:27.164
2850,200,5966,59494,2026-02-18 00:03:27.889
2851,200,5966,81839,2026-02-18 00:04:27.994
2852,200,5966,51262,2026-02-18 00:05:28.350
2853,200,5966,60091,2026-02-18 00:06:28.338
2854,200,5966,56461,2026-02-18 00:07:29.322
2855,200,5966,64608,2026-02-18 00:08:29.229
2856,200,5966,75767,2026-02-18 00:09:29.948
2857,200,5966,54769,2026-02-18 00:10:29.039
2858,200,5966,51868,2026-02-18 00:11:29.024
2859,200,5966,62716,2026-02-18 00:12:28.889
2860,200,5966,63300,2026-02-18 00:13:29.198
2861,200,5966,53025,2026-02-18 00:14:28.983
2862,200,5966,64275,2026-02-18 00:15:29.307
2863,200,5966,62920,2026-02-18 00:16:28.874
2864,200,5966,56988,2026-02-18 00:17:29.459
2865,200,5966,50670,2026-02-18 00:18:28.804
2866,200,5966,56675,2026-02-18 00:19:29.102
2867,200,5966,202804,2026-02-18 00:20:30.292
2868,200,5966,59970,2026-02-18 00:21:29.630
2869,200,5966,53692,2026-02-18 00:22:29.285
2870,200,5966,58729,2026-02-18 00:23:29.199
2871,200,5966,58920,2026-02-18 00:24:30.163
2872,200,5966,228155,2026-02-18 00:25:30.574
2873,200,5966,62001,2026-02-18 00:26:30.877
2874,200,5966,60525,2026-02-18 00:27:30.869
2875,200,5966,54543,2026-02-18 00:28:31.366
2876,200,5966,142033,2026-02-18 00:29:32.159
2877,200,5966,68600,2026-02-18 00:30:31.835
2878,200,5966,57621,2026-02-18 00:31:31.249
2879,200,5966,56885,2026-02-18 00:32:31.045
2880,200,5966,54667,2026-02-18 00:33:31.112
2881,200,5966,87583,2026-02-18 00:34:30.278
2882,200,5966,59090,2026-02-18 00:35:30.552
2883,200,5966,67072,2026-02-18 00:36:30.520
2884,200,5966,59213,2026-02-18 00:37:29.655
2885,200,5966,81287,2026-02-18 00:38:28.806
2886,200,5966,57373,2026-02-18 00:39:29.249
2887,200,5966,55001,2026-02-18 00:40:29.894
2888,200,5966,52647,2026-02-18 00:41:29.578
2889,200,5966,82743,2026-02-18 00:42:29.354
2890,200,5966,58740,2026-02-18 00:43:29.612
2891,200,5966,54227,2026-02-18 00:44:30.138
2892,200,5966,54500,2026-02-18 00:45:30.531
2893,200,5966,59587,2026-02-18 00:46:31.407
2894,200,5966,208909,2026-02-18 00:47:32.149
2895,200,5966,65951,2026-02-18 00:48:33.097
2896,200,5966,54829,2026-02-18 00:49:33.181
2897,200,5966,63983,2026-02-18 00:50:32.750
